User_ID,Product_ID,Gender,Age,Purchase
1004192,P00155142,M,36-45,15433
1004240,P00114942,M,36-45,19229
1004251,P00036842,M,46-50,15767
1004256,P00184442,F,0-17,8320
1004278,P00184942,F,46-50,12087
1004288,P00182242,F,26-35,19336
1004314,P00347642,M,26-35,19221
1004341,P00242742,M,36-45,11470
1004349,P00217442,M,18-25,8051
1004350,P00070442,M,18-25,11992
1004355,P00233342,M,51-55,12083
1004400,P00037142,F,18-25,15598
1004419,P00351342,F,46-50,19297
1004432,P00010742,M,26-35,11912
1004474,P00177442,M,36-45,19307
1004485,P00130742,M,26-35,12116
1004486,P00112142,M,36-45,4457
1004707,P00036842,M,0-17,15705
1004709,P00318742,M,46-50,19420
1004723,P00286742,M,36-45,15277
1004760,P00347642,M,36-45,11385
1004761,P00113342,M,18-25,19555
1004832,P00193542,M,26-35,11925
1004843,P00114342,M,55+,15201
1004874,P00113242,F,26-35,19404
1004890,P00110742,F,26-35,11708
1004908,P00182142,M,36-45,15238
1004936,P00113242,F,18-25,19424
1004970,P00145642,F,26-35,4153
1005060,P00025442,M,46-50,11546
1005190,P00025442,F,36-45,18987
1005214,P00112142,F,36-45,4004
1005216,P00105142,M,18-25,15577
1005262,P00146742,F,26-35,15716
1005287,P00115142,M,26-35,15510
1005362,P00105142,M,36-45,7722
1005370,P00112142,M,26-35,11773
1005379,P00206442,M,26-35,11460
1005388,P00184942,F,18-25,12026
1005459,P00249542,F,0-17,15620
1005464,P00274042,M,36-45,15772
1005470,P00351342,M,55+,7994
1005479,P00114942,M,36-45,7758
1005529,P00041042,M,18-25,12015
1005637,P00304242,M,0-17,11830
1005638,P00115142,M,18-25,11935
1005642,P00110842,M,0-17,19673
1005748,P00201342,M,26-35,15198
1005751,P00046742,F,0-17,11379
1005830,P00143342,F,18-25,7980
1005832,P00184942,F,26-35,15234
1005860,P00002142,F,26-35,15902
1005900,P00080342,M,26-35,19688
1005936,P00184942,M,18-25,19235
1005965,P00267542,M,26-35,19681
1006006,P00112142,F,0-17,7937
1006022,P00114942,M,26-35,19264
1000063,P00248942,M,18-25,15660
1000066,P00046742,M,26-35,19595
1000145,P00249542,M,18-25,4391
1000164,P00274042,F,55+,19339
1000226,P00320742,M,36-45,7694
1000434,P00136242,F,46-50,15746
1000582,P00289842,M,18-25,19385
1000605,P00147742,F,18-25,18980
1000642,P00127842,F,36-45,15726
1000690,P00114942,M,26-35,19011
1000748,P00010742,M,26-35,15744
1000775,P00184942,M,0-17,19650
1000782,P00334242,M,55+,11912
1000879,P00090942,M,46-50,19232
1000941,P00262242,M,18-25,4165
1000947,P00110842,M,18-25,19574
1001039,P00267542,F,36-45,12037
1001212,P00000642,F,51-55,15526
1001290,P00274142,M,36-45,15848
1001411,P00105142,M,36-45,7843
1001454,P00184942,M,18-25,19293
1001456,P00127242,M,26-35,11823
1001507,P00356542,M,36-45,11792
1001519,P00304242,M,18-25,15433
1001532,P00262242,M,18-25,19423
1001536,P00318742,F,36-45,19039
1001621,P00142142,M,26-35,15192
1001708,P00241642,M,26-35,15406
1001713,P00338542,M,26-35,11658
1001953,P00142142,F,26-35,15680
1002003,P00184942,M,0-17,7739
1002037,P00184942,M,55+,19663
1002040,P00267542,F,26-35,15388
1002086,P00255942,M,36-45,11726
1002089,P00351142,M,36-45,11816
1002115,P00002142,M,36-45,11827
1002245,P00332242,M,0-17,4495
1002298,P00046742,M,36-45,15662
1002407,P00112542,M,36-45,15399
1002601,P00057642,M,36-45,11782
1002642,P00307542,M,26-35,11473
1002666,P00110842,M,46-50,19298
1002695,P00128942,M,36-45,3972
1002711,P00127742,F,26-35,7948
1002721,P00036842,M,46-50,8025
1002759,P00233442,M,26-35,11984
1002770,P00145042,M,36-45,19007
1002773,P00080342,M,36-45,19109
1002932,P00121342,M,26-35,19453
1002954,P00255942,M,18-25,19291
1003130,P00355142,M,26-35,15596
1003170,P00112142,M,26-35,19146
1003177,P00080342,F,26-35,19648
1003225,P00182142,M,18-25,11818
1003235,P00334242,M,18-25,19349
1003406,P00044942,F,26-35,19653
1003514,P00121342,M,18-25,19298
1003515,P00114342,M,36-45,11505
1003528,P00112542,M,36-45,7819
1003572,P00277842,M,36-45,15394
1003617,P00233942,M,36-45,15884
1003623,P00010742,M,36-45,15895
1003803,P00128942,F,36-45,15691
1003876,P00338442,M,26-35,7883
1003950,P00112142,M,26-35,15637
1003982,P00341342,M,55+,11462
1004066,P00057642,M,26-35,11511
1004100,P00352242,M,55+,11429
1004133,P00160642,M,46-50,15507
1004228,P00114942,M,51-55,19260
1004338,P00110942,F,18-25,12008
1004412,P00028442,M,18-25,19390
1004413,P00267542,M,0-17,15686
1004453,P00270942,M,36-45,12127
1004539,P00114342,M,36-45,4060
1004681,P00113342,F,36-45,19100
1004741,P00080342,M,36-45,19530
1004772,P00346342,M,55+,11674
1004775,P00242742,M,26-35,11397
1004986,P00112542,M,18-25,19352
1005097,P00112542,M,55+,15670
1005235,P00110742,M,26-35,15891
1005244,P00286742,M,18-25,15814
1005360,P00338442,M,18-25,15845
1005375,P00145042,M,26-35,15268
1005467,P00221342,M,36-45,15795
1005537,P00184042,F,55+,15162
1005546,P00112542,M,18-25,15685
1005600,P00237542,F,46-50,19397
1005609,P00001042,F,51-55,11938
1005671,P00110942,M,26-35,19360
1005800,P00112142,M,36-45,19539
1005829,P00110742,F,26-35,11938
1005863,P00145042,F,26-35,15537
1005864,P00115142,F,51-55,15896
1005865,P00112542,M,26-35,19591
1005891,P00229742,M,18-25,19549
1005934,P00025442,M,26-35,15399
1005992,P00229742,F,18-25,15368
1000107,P00274242,M,46-50,15555
1000200,P00088042,F,18-25,15607
1000234,P00120042,M,36-45,15301
1000364,P00103042,F,36-45,8211
1000393,P00080342,M,36-45,15428
1000545,P00062842,M,36-45,11918
1000606,P00110842,F,0-17,18970
1000634,P00110742,F,0-17,19678
1000745,P00113242,M,0-17,19211
1000834,P00182742,F,36-45,15646
1001016,P00127442,M,55+,11422
1001024,P00112142,F,36-45,3813
1001174,P00145042,F,18-25,11612
1001774,P00045342,M,26-35,8010
1001813,P00173342,F,36-45,19703
1001847,P00110742,M,18-25,4422
1002184,P00255942,M,18-25,15884
1002379,P00034042,M,18-25,15391
1002387,P00054242,M,26-35,19111
1002467,P00242742,M,0-17,15583
1002511,P00113342,M,26-35,15379
1002610,P00145042,M,46-50,15599
1002655,P00249542,M,36-45,7869
1002657,P00184942,F,0-17,15434
1002853,P00145042,M,0-17,4529
1002871,P00112542,F,26-35,15734
1002915,P00111142,M,26-35,19216
1002999,P00206442,M,26-35,4010
1003249,P00110742,F,26-35,15186
1003339,P00173342,M,26-35,7741
1003559,P00182142,M,18-25,15828
1003680,P00358442,F,26-35,11410
1003797,P00110742,M,26-35,15413
1003880,P00352142,M,26-35,11427
1003980,P00006942,M,26-35,15406
1003987,P00338442,F,18-25,11509
1004037,P00274042,M,51-55,15630
1004084,P00248942,M,55+,19322
1004087,P00251942,M,0-17,4384
1004176,P00110742,M,46-50,15709
1004290,P00329542,M,26-35,15699
1004295,P00261342,M,18-25,7669
1004367,P00112642,M,36-45,15213
1004403,P00114942,M,26-35,15290
1004533,P00286742,M,26-35,15247
1004558,P00201442,M,36-45,19028
1004572,P00010742,F,0-17,7697
1004616,P00121342,M,26-35,15528
1004622,P00062842,M,26-35,15416
1004641,P00184942,M,26-35,19241
1004842,P00242742,F,36-45,3930
1004850,P00350342,F,46-50,19551
1004859,P00112142,F,18-25,15240
1004871,P00242742,M,18-25,15389
1004883,P00010742,F,0-17,4458
1005221,P00348842,F,55+,11626
1005238,P00303442,F,51-55,11946
1005266,P00318742,M,36-45,15319
1005694,P00105142,F,26-35,11974
1005737,P00221442,M,46-50,7596
1005773,P00110942,M,26-35,15730
1005855,P00044442,M,51-55,11852
1005944,P00112142,F,18-25,3920
1005989,P00320742,F,0-17,8320
1000030,P00184942,F,36-45,15536
1000465,P00025442,M,18-25,11544
1000590,P00338542,F,36-45,15516
1000835,P00242742,M,55+,11567
1000906,P00173842,M,0-17,11939
1000995,P00146742,F,18-25,11540
1001095,P00335442,F,55+,4124
1001189,P00248942,M,26-35,15838
1001316,P00145042,M,51-55,12102
1001518,P00110742,M,26-35,19498
1001580,P00046742,F,18-25,15209
1001872,P00237542,M,51-55,7583
1001999,P00209742,F,36-45,7837
1002183,P00110842,F,55+,19257
1002450,P00010742,M,46-50,11799
1002603,P00237542,M,26-35,8095
1002650,P00127842,M,46-50,19107
1002686,P00105142,M,26-35,11967
1003070,P00080342,F,18-25,11685
1003088,P00036842,F,26-35,15580
1003106,P00046742,M,26-35,11398
1003132,P00358442,M,36-45,11414
1003342,P00251842,F,26-35,11778
1003352,P00241642,M,36-45,4060
1003501,P00112142,F,36-45,15361
1003542,P00309142,M,26-35,15231
1003593,P00173742,F,26-35,18974
1003633,P00080342,M,36-45,19088
1004123,P00128942,F,26-35,7747
1004185,P00278242,M,26-35,11535
1004209,P00105142,M,55+,15702
1004358,P00112542,M,36-45,19075
1004703,P00147942,M,26-35,15313
1004727,P00147742,F,55+,15170
1004935,P00242742,M,36-45,3830
1005082,P00184042,M,36-45,19609
1005435,P00147942,M,46-50,15628
1005608,P00154042,M,18-25,7674
1005839,P00110942,M,26-35,18985
1006004,P00266642,F,26-35,19653
1000041,P00025442,F,18-25,19563
1000132,P00145042,M,26-35,15617
1000160,P00128942,M,36-45,11620
1000277,P00242742,F,36-45,15749
1000804,P00143642,M,26-35,4297
1001048,P00173342,M,36-45,15623
1001258,P00173342,M,46-50,19027
1001283,P00198742,F,18-25,3925
1001288,P00318742,F,36-45,15210
1001346,P00057942,M,36-45,15898
1001477,P00220142,F,46-50,15533
1001553,P00110842,F,26-35,19376
1001573,P00184942,M,0-17,19131
1001886,P00142142,M,26-35,11626
1001971,P00334242,F,26-35,11633
1002005,P00307542,M,18-25,12069
1002155,P00059742,F,0-17,19303
1002368,P00318742,F,55+,19387
1002390,P00130742,F,26-35,19348
1002399,P00332242,M,36-45,11383
1002616,P00233642,M,36-45,8032
1002755,P00025442,M,36-45,19343
1002828,P00080342,M,18-25,19270
1002861,P00112142,M,26-35,15753
1003181,P00080342,M,26-35,19539
1003187,P00127842,M,36-45,15310
1003725,P00334242,M,18-25,15710
1003813,P00246142,M,36-45,19321
1003901,P00229742,M,18-25,15831
1003944,P00221442,F,36-45,12050
1003952,P00147742,F,46-50,15847
1004106,P00226542,M,26-35,7681
1004113,P00127642,M,36-45,7845
1004275,P00351342,F,46-50,15280
1004410,P00173742,M,18-25,15178
1004584,P00080342,F,46-50,15250
1004943,P00110742,F,51-55,15606
1004993,P00090942,M,46-50,15476
1005481,P00105142,M,46-50,15543
1005919,P00289842,M,18-25,4271
1000108,P00182742,M,26-35,15465
1000407,P00270542,M,18-25,4005
1000486,P00110942,M,55+,15637
1000628,P00035942,F,36-45,11671
1000763,P00119642,M,18-25,19086
1000771,P00062842,F,51-55,11758
1000823,P00002142,M,26-35,11641
1000860,P00117042,M,18-25,19545
1001549,P00010742,M,36-45,7650
1001590,P00120042,M,36-45,15165
1001740,P00080342,M,55+,19277
1001801,P00318742,F,26-35,15259
1002052,P00016742,M,0-17,7701
1002133,P00145042,F,0-17,15616
1002210,P00355142,M,46-50,11410
1002442,P00029542,M,36-45,11796
1002563,P00010742,M,46-50,15187
1002734,P00248942,F,18-25,15695
1002782,P00037142,F,18-25,11456
1002831,P00233542,M,26-35,15250
1002992,P00332242,M,18-25,15873
1003042,P00318742,M,55+,15692
1003090,P00114942,M,26-35,19541
1003244,P00351342,F,18-25,15602
1003446,P00246142,M,26-35,15317
1003848,P00184442,M,26-35,15281
1003972,P00053342,F,26-35,8194
1004214,P00047242,F,26-35,11371
1004885,P00110942,M,55+,19313
1004925,P00160942,F,36-45,11977
1005521,P00351342,F,26-35,7662
1005527,P00057642,M,26-35,7779
1005563,P00016342,F,26-35,7671
1000250,P00046742,M,36-45,15777
1000653,P00183442,M,55+,7859
1000841,P00351342,F,51-55,12019
1000932,P00184942,F,36-45,15767
1001277,P00073842,F,18-25,11485
1001382,P00111242,F,46-50,11627
1001438,P00267542,M,18-25,15358
1001550,P00010742,M,18-25,11395
1001821,P00113342,M,26-35,19132
1001898,P00338542,M,26-35,11835
1001992,P00014842,M,18-25,7679
1002080,P00113242,M,26-35,19284
1002197,P00248942,F,26-35,19584
1002260,P00112142,F,26-35,18958
1002443,P00145042,F,36-45,7831
1002495,P00136742,F,18-25,15439
1002532,P00046742,F,55+,11758
1003784,P00184942,F,26-35,19430
1004174,P00112542,F,36-45,15680
1004370,P00112142,M,26-35,19101
1004391,P00334242,F,18-25,19080
1004665,P00110942,M,36-45,19585
1004712,P00121342,M,36-45,12016
1004720,P00249742,M,26-35,15509
1004876,P00145042,F,36-45,15450
1004919,P00237542,M,18-25,19406
1005372,P00267542,M,26-35,15900
1005610,P00025442,F,26-35,19217
1005640,P00025442,M,36-45,19562
1000253,P00105142,F,26-35,7859
1000448,P00251942,M,26-35,7681
1000559,P00044442,F,26-35,19703
1001429,P00110942,F,36-45,15233
1001481,P00046742,M,36-45,15293
1001915,P00274142,M,51-55,11756
1002045,P00289242,F,0-17,19093
1002556,P00046742,M,26-35,4333
1002982,P00079742,M,26-35,3799
1003714,P00182242,M,26-35,4503
1004081,P00110842,M,18-25,15766
1004398,P00103042,F,18-25,15464
1004500,P00338442,M,51-55,7585
1004799,P00255942,F,18-25,19425
1005174,P00270542,M,46-50,19463
1005407,P00334242,F,36-45,15399
1005456,P00121342,M,36-45,15857
1005784,P00067542,M,18-25,8203
1000051,P00329542,F,0-17,7998
1001539,P00046742,M,26-35,15237
1001832,P00144642,F,18-25,3939
1002202,P00129342,F,0-17,3848
1002902,P00113242,M,26-35,15630
1003455,P00036842,F,26-35,15325
1003608,P00251942,F,36-45,11585
1003783,P00121342,M,26-35,15798
1004092,P00221442,F,26-35,18964
1004751,P00128142,M,51-55,3835
1004763,P00248942,M,55+,7614
1004875,P00057642,M,36-45,18972
1005228,P00237542,M,0-17,15225
1005639,P00270542,F,18-25,15428
1005700,P00046742,F,18-25,11839
1000298,P00062842,F,18-25,15644
1000470,P00112142,F,0-17,12024
1001478,P00080342,M,0-17,19583
1001907,P00080342,M,36-45,19131
1003232,P00112142,M,36-45,15364
1003604,P00145042,F,0-17,15497
1004097,P00184942,M,26-35,19518
1004254,P00110842,M,26-35,19675
1004394,P00251842,M,26-35,15369
1005309,P00249542,M,26-35,11739
1000446,P00046742,F,51-55,15782
1000657,P00248942,F,51-55,19626
1001792,P00351342,F,26-35,15482
1002220,P00303342,F,51-55,19432
1002268,P00206442,F,36-45,15721
1002799,P00110842,M,18-25,15306
1004283,P00274142,F,26-35,11736
1004880,P00046742,F,46-50,8006
1000077,P00251942,M,18-25,4339
1000784,P00049442,M,18-25,15228
1002582,P00184942,F,26-35,19391
1003667,P00182742,F,0-17,4233
1004226,P00267542,F,36-45,15355
1004586,P00112142,M,26-35,15341
1005043,P00110842,F,18-25,15413
1000005,P00145042,M,26-35,15665
1000024,P00248942,F,26-35,15774
1000033,P00216142,M,46-50,15333
1000064,P00110942,M,18-25,19462
1000071,P00165442,M,26-35,11846
1000074,P00351142,M,36-45,15581
1000117,P00351342,M,26-35,8337
1000151,P00112142,F,26-35,12063
1000154,P00214242,M,51-55,7821
1000198,P00046742,M,26-35,15165
1000232,P00127942,M,26-35,11970
1000240,P00221442,M,51-55,15505
1000251,P00128142,M,55+,11763
1000308,P00274142,M,26-35,11899
1000318,P00183442,F,55+,15871
1000322,P00025442,M,55+,19389
1000334,P00221342,F,55+,11642
1000345,P00080342,M,26-35,19565
1000412,P00046142,M,36-45,19392
1000415,P00221442,F,36-45,11531
1000426,P00339942,M,18-25,19623
1000445,P00059642,M,46-50,12058
1000452,P00140742,M,51-55,19707
1000482,P00184942,M,26-35,19400
1000509,P00129342,M,26-35,11404
1000523,P00115142,M,51-55,19029
1000530,P00270942,M,26-35,15290
1000592,P00149442,M,18-25,11421
1000678,P00318742,M,26-35,15883
1000683,P00010742,M,26-35,19444
1000686,P00044442,M,18-25,15410
1000689,P00277442,F,51-55,19597
1000692,P00000642,F,26-35,19598
1000731,P00038142,M,46-50,15350
1000824,P00241542,M,36-45,11980
1000850,P00036842,M,36-45,11696
1000855,P00080342,F,18-25,19098
1000862,P00358442,M,36-45,11935
1000869,P00220142,M,18-25,15290
1000937,P00112642,M,26-35,19269
1000944,P00334242,M,36-45,19666
1000963,P00289242,M,26-35,11964
1000968,P00173342,M,51-55,15226
1000984,P00237542,M,51-55,15819
1000991,P00266642,F,26-35,12113
1000996,P00240242,M,26-35,15757
1000998,P00036842,M,46-50,15708
1001015,P00111142,M,36-45,19705
1001019,P00142942,M,36-45,4468
1001051,P00080342,F,26-35,18976
1001074,P00128942,M,46-50,19696
1001075,P00113242,F,26-35,19216
1001120,P00037042,M,18-25,4302
1001132,P00112142,M,18-25,19086
1001145,P00025442,M,51-55,19018
1001149,P00070042,M,26-35,8061
1001164,P00046742,F,26-35,15627
1001168,P00184942,F,26-35,15577
1001170,P00233442,M,55+,8171
1001172,P00351342,F,26-35,11454
1001181,P00147942,M,36-45,11571
1001186,P00111142,M,18-25,19016
1001216,P00313842,M,26-35,15652
1001242,P00241542,F,36-45,11750
1001244,P00304442,M,26-35,15175
1001262,P00318742,M,26-35,11893
1001284,P00318742,M,46-50,15304
1001285,P00216142,M,36-45,11914
1001338,P00182142,M,26-35,15833
1001418,P00112142,M,18-25,15913
1001449,P00010742,M,36-45,12096
1001470,P00117042,M,18-25,11649
1001489,P00182142,F,36-45,11699
1001492,P00355142,M,26-35,4343
1001530,P00221442,M,26-35,15815
1001540,P00110842,M,46-50,15616
1001546,P00118442,M,26-35,19355
1001547,P00242742,M,55+,8113
1001556,P00216142,M,18-25,15372
1001607,P00113242,M,46-50,18992
1001680,P00036742,M,26-35,15670
1001692,P00117042,M,36-45,19144
1001741,P00237542,M,36-45,19652
1001745,P00105142,M,46-50,15431
1001748,P00341342,M,51-55,15831
1001788,P00114342,M,46-50,15433
1001812,P00173742,F,26-35,15193
1001861,P00105142,M,51-55,11381
1001899,P00274142,F,46-50,15309
1001912,P00143642,M,26-35,4014
1001931,P00241642,M,26-35,11432
1001946,P00334242,M,26-35,15218
1001985,P00110742,M,46-50,19450
1002001,P00080342,M,51-55,19476
1002088,P00142142,M,51-55,19072
1002098,P00346242,M,36-45,19107
1002105,P00010742,M,26-35,19142
1002106,P00220142,F,18-25,4189
1002158,P00129042,M,26-35,15831
1002205,P00273742,F,26-35,11782
1002250,P00138442,M,18-25,4036
1002302,P00010742,M,51-55,19672
1002305,P00173742,M,51-55,4055
1002307,P00130742,M,26-35,15285
1002330,P00105342,M,46-50,4547
1002380,P00270942,M,26-35,15214
1002389,P00184942,M,26-35,15639
1002429,P00270942,M,26-35,19621
1002435,P00009342,M,26-35,8149
1002439,P00037142,M,46-50,7830
1002445,P00304442,M,26-35,19180
1002459,P00351342,M,51-55,7688
1002472,P00351142,M,26-35,15772
1002504,P0097342,M,26-35,8182
1002507,P00025442,M,26-35,18996
1002578,P00127242,M,51-55,19255
1002624,P00110742,F,36-45,19267
1002634,P00288942,M,55+,12102
1002668,P00046742,F,26-35,15459
1002701,P00054242,M,46-50,11521
1002772,P00030842,M,36-45,15322
1002826,P00270542,M,36-45,15178
1002840,P00004242,M,26-35,8101
1002878,P00128942,F,51-55,7962
1002889,P00268742,M,36-45,15616
1002899,P00243942,M,36-45,15521
1002920,P00233642,M,26-35,12036
1002927,P00270942,M,26-35,11728
1002946,P00112142,M,36-45,15697
1002972,P00035942,M,26-35,11635
1002985,P00073842,M,18-25,15372
1002986,P00010742,M,26-35,15271
1002994,P00184942,M,36-45,15556
1003032,P00318742,M,26-35,19452
1003038,P00221342,F,36-45,15314
1003079,P00112542,F,26-35,19326
1003080,P00000642,M,26-35,7693
1003086,P00237542,M,18-25,19166
1003134,P00120042,M,18-25,15840
1003182,P00182142,M,26-35,11577
1003223,P00338442,M,26-35,4297
1003224,P00278242,F,26-35,15647
1003226,P00113242,M,36-45,19512
1003231,P00025442,M,26-35,19056
1003367,P00119642,M,51-55,19139
1003454,P00115142,M,18-25,19373
1003473,P00113242,F,36-45,19076
1003477,P00054242,F,51-55,11582
1003519,P00201442,F,26-35,19167
1003533,P00304442,M,26-35,11695
1003539,P00248942,F,26-35,15822
1003574,P00334242,F,36-45,19659
1003585,P00054242,M,36-45,3876
1003586,P00221842,M,36-45,3919
1003618,P00112542,M,55+,11370
1003808,P00113242,M,26-35,19349
1003816,P0097242,F,26-35,15585
1003821,P00346242,M,26-35,15637
1003824,P00000642,M,26-35,11542
1003884,P00244042,M,18-25,3799
1003891,P00113142,F,55+,19464
1003916,P00346142,M,26-35,19185
1003973,P00277842,M,26-35,15506
1003989,P00010742,M,51-55,19651
1004007,P00127742,M,36-45,12108
1004039,P00338442,M,26-35,11830
1004049,P00114942,M,46-50,19225
1004064,P00127742,M,46-50,11487
1004160,P00209742,M,36-45,19157
1004312,P00111242,M,26-35,15754
1004416,P00025442,M,18-25,19351
1004417,P00044442,M,26-35,19404
1004422,P00359742,M,26-35,11586
1004450,P00277442,M,26-35,8080
1004501,P00114942,M,26-35,15573
1004510,P00228342,M,46-50,7903
1004517,P00318742,F,18-25,11736
1004524,P00147742,M,26-35,11607
1004582,P00274442,F,26-35,15481
1004666,P00221442,M,36-45,7933
1004736,P00015542,M,18-25,4399
1004768,P00127942,M,26-35,15377
1004790,P00046742,F,26-35,11699
1004796,P00346242,M,36-45,11847
1004808,P00249742,M,36-45,11409
1004948,P00308942,M,46-50,4502
1004957,P00193542,M,26-35,19151
1004964,P00114942,M,36-45,11455
1004984,P00223542,M,36-45,11956
1005023,P00173842,M,36-45,3844
1005042,P00046742,F,18-25,11737
1005113,P00352542,M,26-35,4124
1005127,P00140742,M,46-50,15231
1005139,P00113242,M,51-55,18951
1005156,P00223542,M,18-25,19584
1005162,P00229742,M,26-35,15205
1005208,P00240242,M,26-35,15374
1005234,P00057642,F,26-35,15650
1005251,P00140742,F,26-35,15775
1005260,P00184042,M,36-45,19645
1005322,P00145042,M,36-45,15873
1005434,P00120042,F,26-35,19084
1005451,P00217442,F,26-35,19035
1005457,P00277442,M,18-25,15498
1005492,P00140042,M,18-25,8329
1005497,P00002142,M,26-35,15442
1005533,P00110942,F,51-55,15845
1005547,P00112142,F,18-25,11777
1005581,P00277442,M,26-35,19298
1005588,P00242742,F,26-35,4184
1005592,P00322142,M,26-35,11551
1005593,P00147942,M,51-55,19375
1005627,P00248942,M,26-35,11956
1005634,P00288942,M,26-35,11422
1005636,P00057642,M,26-35,15638
1005643,P00112542,F,36-45,15334
1005654,P00117042,M,26-35,15662
1005678,P00117342,M,36-45,15338
1005680,P00115142,M,51-55,19622
1005686,P00338942,M,55+,4270
1005736,P00025442,M,26-35,19624
1005738,P00112142,M,26-35,15587
1005749,P00223542,M,26-35,19038
1005762,P00039242,F,36-45,3907
1005763,P00121342,F,26-35,19354
1005774,P00321042,M,18-25,12048
1005795,P00182242,M,26-35,11593
1005797,P00105142,M,26-35,15547
1005812,P00057642,F,26-35,19364
1005813,P00251942,M,26-35,11829
1005826,P00057642,M,18-25,12019
1005831,P00110742,M,26-35,15680
1005848,P00110942,M,51-55,15849
1005852,P00270942,F,26-35,11551
1005878,P00182242,F,26-35,11408
1005879,P00147942,M,36-45,15914
1005880,P00208742,M,26-35,15837
1005917,P00147942,F,51-55,15284
1005918,P00129042,M,26-35,11532
1005954,P00192542,M,46-50,11627
1006001,P00142142,F,26-35,15574
1006024,P00237542,M,26-35,15462
1000081,P00271742,F,26-35,19557
1000128,P00112142,M,55+,15614
1000159,P00267542,F,46-50,15201
1000178,P00201342,M,55+,11510
1000378,P00335442,F,18-25,4109
1000383,P00110842,F,26-35,19457
1000386,P00062842,M,26-35,8101
1000421,P00127242,F,46-50,19098
1000507,P00118642,F,26-35,15288
1000515,P00110942,M,26-35,11728
1000551,P00147942,M,36-45,12061
1000641,P00184042,F,36-45,15470
1000685,P00070342,M,26-35,15549
1000811,P00112542,M,51-55,19668
1001171,P00351342,M,46-50,15633
1001396,P00237542,F,26-35,11902
1001407,P00173742,F,36-45,15355
1001522,P00046742,M,36-45,12104
1001558,P00103042,M,18-25,19362
1001627,P00112142,M,18-25,11699
1001682,P00025442,M,26-35,15283
1001897,P00266642,F,51-55,11805
1001900,P00249742,M,55+,8170
1001997,P0098242,M,26-35,15778
1002212,P00351342,M,18-25,8238
1002308,P00266642,F,46-50,19138
1002551,P00201342,M,26-35,15567
1002597,P00080342,F,51-55,15535
1002917,P00057642,M,26-35,11505
1002984,P00128942,M,26-35,7994
1002989,P00140742,M,36-45,11422
1003009,P00351342,F,36-45,15715
1003098,P00036742,M,26-35,11982
1003165,P00182342,M,36-45,8064
1003296,P00014042,M,18-25,15165
1003317,P00127342,M,26-35,15313
1003886,P00113242,M,36-45,15496
1003894,P00217442,M,36-45,7892
1003969,P00233442,M,55+,11745
1004091,P00173742,M,26-35,15834
1004649,P00114342,M,55+,18985
1004714,P00184442,M,51-55,11950
1004785,P00142942,F,26-35,7761
1004938,P00249542,F,18-25,8035
1004950,P00303342,M,26-35,15364
1004952,P00073842,F,26-35,15918
1005072,P00233642,M,46-50,8313
1005294,P00270942,M,26-35,15655
1005601,P00157642,M,36-45,15740
1005722,P00177442,M,26-35,19686
1005841,P00145042,F,36-45,19490
1005851,P00184942,F,18-25,19502
1005968,P00274242,M,55+,15499
1006020,P00088042,M,51-55,11636
1000045,P00121342,F,46-50,11675
1000050,P00355142,F,26-35,11465
1000265,P00110842,F,36-45,12102
1000269,P00214242,M,26-35,15183
1000443,P00277442,M,26-35,8149
1000693,P00114942,M,36-45,19567
1001055,P00127442,M,36-45,8233
1001371,P00242742,F,51-55,8312
1001474,P00233342,M,26-35,11541
1001810,P00149542,M,51-55,15378
1001866,P00233542,M,26-35,19399
1001881,P00184942,M,36-45,12089
1002322,P00267542,F,55+,15548
1002360,P00223542,M,51-55,11701
1002432,P00025442,M,26-35,19306
1002497,P00057942,F,51-55,15389
1002513,P00184942,M,55+,19354
1002801,P00229742,F,26-35,11396
1002940,P00044442,M,26-35,15740
1003284,P00010742,M,26-35,15731
1003487,P00128942,M,18-25,15359
1003814,P00339842,M,26-35,11510
1004562,P00057942,M,36-45,7734
1004574,P00090942,M,26-35,15472
1005422,P00243942,M,51-55,8282
1000333,P00110942,M,36-45,7992
1000463,P00227642,M,26-35,4440
1000489,P00080342,M,18-25,19687
1000514,P00112642,M,26-35,15391
1000697,P00110742,F,51-55,19368
1000760,P00059742,M,55+,15386
1002449,P00237542,M,55+,19047
1002505,P00221742,M,26-35,15710
1002947,P00044442,F,26-35,15855
1003467,P00112542,M,26-35,15816
1004273,P00112142,M,46-50,19079
1004469,P00246142,F,46-50,11388
1004544,P00025442,M,55+,7947
1004563,P00242742,F,26-35,15457
1004881,P00112142,M,46-50,11534
1004983,P00110842,F,46-50,19057
1005304,P00080342,F,36-45,15570
1005421,P00080342,M,36-45,11923
1000956,P00270942,M,36-45,11528
1001654,P00334242,F,46-50,11445
1002331,P00255942,M,55+,15502
1002534,P00351342,F,51-55,19525
1002963,P00010742,F,18-25,19051
1003826,P00113242,M,26-35,11779
1003911,P00274242,M,18-25,19579
1004762,P00145042,F,26-35,15784
1005125,P00184042,M,46-50,19108
1005179,P00036842,M,26-35,15262
1005326,P00044442,M,26-35,8338
1000599,P00113242,M,51-55,11583
1002542,P00057642,F,46-50,15469
1002561,P00110742,M,26-35,11761
1002707,P00183442,M,55+,11931
1003019,P00112142,M,51-55,19700
1005207,P00110842,M,26-35,19591
1005315,P00267542,M,26-35,11974
1000315,P00142142,F,55+,7617
1002107,P00338442,M,26-35,8311
